Name,RA,Dec,Con,OT,Diam,Other
AM 0228-510,37.627440,-50.905460,HOR,PG,0.800,i/a dbl.
AM 0228-234,37.778710,-23.595740,CET,PG,0.400,i/a dbl.
AM 0229-231,37.863980,-23.005990,CET,PG,9.000,curved chain of 7 e's
AM 0229-604,37.718160,-60.527530,HOR,PG,0.400,close pair (compact + spiral)
AM 0229-580,37.785160,-57.912680,HOR,PG,2.200,i/a group (e + i/a comp'ns.)
AM 0229-261,37.994460,-26.051390,FOR,PG,0.500,i/a dbl.
AM 0229-444,37.910090,-44.527910,ERI,PG,9.900,ring w. abs'n in wide triple
AM 0229-365,37.959160,-36.671340,FOR,PG,1.200,3 disturbed arms in disk
AM 0229-421,37.944800,-42.046330,ERI,PG,2.000,group of 3
AM 0230-581,37.900010,-58.016360,HOR,PG,0.400,small ring w. off-set nucleus
AM 0230-351,38.070480,-35.029990,FOR,PG,11.200,spiral w. pec. comp'ns.
AM 0230-295,38.134390,-29.696820,FOR,PG,0.400,compact
AM 0230-393,38.170860,-39.298650,FOR,PG,1.100,dwarf irr.
AM 0230-524,38.091820,-52.511860,HOR,PG,1.400,i/a dbl.(#1: spiral + debris)
AM 0230-533,38.147130,-53.345370,HOR,PG,0.300,close pair (#1)
AM 0306-424,47.065660,-42.609500,ERI,PG,0.200,compact
AM 0231-764,37.706440,-76.599770,HYI,PG,0.300,2 e's in envelope (chain of 4)
AM 0231-533,38.205530,-53.302210,HOR,PG,0.300,close pair (#2)
AM 0231-434,38.360110,-43.519250,ERI,PG,0.900,one-armed spiral
AM 0231-391,38.392310,-39.035980,FOR,PG,15.700,sp. w. pec. arms + diametrics
AM 0231-302,38.448670,-30.121100,FOR,PG,0.400,close pair of e's
AM 0231-470,38.368640,-46.902630,ERI,PG,0.300,close pair
AM 0231-623,38.227930,-62.355750,HOR,PG,0.500,compacts connected by bridge
AM 0231-335,38.479590,-33.664540,FOR,PG,0.300,e + i/a dbl. comp'n + tail
AM 0232-591,38.394340,-59.001190,HOR,PG,0.400,i/a dbl. in group of 7
AM 0232-401,38.594760,-40.068260,ERI,PG,0.400,small i/a triple
AM 0232-460,38.678310,-45.841890,ERI,PG,0.900,galaxy w. jet
AM 0233-453,38.871980,-45.399140,ERI,PG,0.400,galaxy w. jet ( dog-leg )
AM 0233-503,38.892560,-50.320920,ERI,PG,19.900,chain of 4 (#1: spiral)
AM 0234-652,38.844140,-65.259350,HOR,PG,0.300,compact
AM 0234-594,38.934390,-59.554510,HOR,PG,3.400,galaxy w. 3 app. comp'ns.
AM 0234-325,39.136040,-32.763200,FOR,PG,0.100,compact
AM 0234-503,39.037660,-50.329700,ERI,PG,19.900,chain of 4 (#2: spiral)
AM 0235-503,39.178670,-50.331790,ERI,PG,19.900,chain of 4 (#3: spiral)
AM 0235-550,39.165790,-54.863470,HOR,PG,2.300,spiral w.  app. comp'n.
AM 0235-565,39.279790,-56.773850,HOR,PG,0.500,peculiar spiral (m51-type?)
AM 0235-424,39.408220,-42.467430,ERI,PG,0.300,i/a dbl. (e's w. filament)
AM 0235-225,39.516710,-22.662650,CET,PG,0.400,small i/a triple
AM 0235-793,38.670650,-79.424670,HYI,PG,0.300,i/a dbl. w. tail
AM 0235-335,39.514290,-33.706030,FOR,PG,0.400,i/a dbl. in wide pair
AM 0236-230,39.574280,-22.847830,CET,PG,0.200,close pair
AM 0236-473,39.473100,-47.432670,ERI,PG,0.200,compact
AM 0236-613,39.445830,-61.334440,HOR,PG,7.200,edge-on late spiral w. resolution
AM 0236-310,39.693060,-30.809900,FOR,PG,0.900,disturbed ring + 2 comp'ns.
AM 0236-530,39.594550,-52.784770,HOR,PG,0.600,i/a dbl. (m51-type)
AM 0236-273,39.760740,-27.446760,FOR,PG,1.100,ringing spiral w. app. comp'ns  ic
AM 0236-582,39.567440,-58.154760,HOR,PG,0.200,contact pair (#1: compact)
AM 0237-525,39.685810,-52.778380,HOR,PG,0.600,i/a dbl. + i/a comp'n.
AM 0237-611,39.640930,-60.978370,HOR,PG,2.200,2 e's + integral spiral
AM 0238-384,40.056720,-38.481070,FOR,PG,2.000,one-armed spiral + app. comp'n.
AM 0238-795,39.262480,-79.768220,HYI,PG,1.100,edge-on sp. w. 2 app. comp'ns.
AM 0238-615,40.008230,-61.664530,HOR,PG,0.100,compact
AM 0238-792,39.405450,-79.201920,HYI,PG,0.500,lo.s.br. spiral
AM 0239-334,40.271250,-33.590040,FOR,PG,0.400,lumpy compact
AM 0239-614,40.126160,-61.514900,HOR,PG,0.100,compact w. fuzz
AM 0239-273,40.422520,-27.305480,FOR,PG,1.100,galaxy w. app.comp'n.(knots from
AM 0239-590,40.250660,-58.886900,HOR,PG,0.700,spiral w. thin opposed jets(?)
AM 0239-242,40.522150,-24.130780,FOR,PG,1.100,hi.s.br. galaxy + compact comp'n
AM 0240-242,40.629920,-24.231120,FOR,PG,0.400,ring
AM 0240-635,40.375960,-63.639060,HOR,PG,0.300,small i/a dbl.
AM 0240-254,40.699630,-25.578010,FOR,PG,1.300,close triple
AM 0240-600,40.561360,-59.896230,HOR,PG,0.200,i/a dbl.
AM 0241-614,40.555080,-61.619580,HOR,PG,0.200,small i/a dbl.
AM 0241-223,40.873760,-22.435210,CET,PG,0.400,galaxy w. i/a comp'ns + tails
AM 0241-424,40.819430,-42.573500,ERI,PG,0.500,dbl. incl. ring
AM 0241-623,40.667400,-62.439950,HOR,PG,1.300,e w. 4 diametric comp'ns.
AM 0242-410,41.111230,-40.926080,ERI,PG,0.400,pair
AM 0242-600,40.962400,-59.940840,HOR,PG,2.500,spiral w. i/a dbl. comp'ns.
AM 0242-244,41.198710,-24.516260,FOR,PG,0.500,e w. extended material
AM 0242-513,41.077830,-51.442740,HOR,PG,1.400,close pair of spirals (#1:sb)
AM 0242-474,41.119800,-47.542830,ERI,PG,0.300,sp. w. diametric i/a comp'ns.
AM 0242-590,41.054860,-58.819450,HOR,PG,2.200,lo.s.br. spiral + pec. comp'ns
AM 0242-432,41.206020,-43.204730,ERI,PG,0.200,compact
AM 0243-242,41.320820,-24.131640,FOR,PG,0.700,i/a triple (bridge w. condens.)
AM 0243-463,41.297450,-46.453390,ERI,PG,6.700,rich cluster of faint galaxies
AM 0243-250,41.418010,-24.815290,FOR,PG,3.800,close pair of spirals (#1)
AM 0243-281,41.405460,-27.961930,FOR,PG,2.200,galaxy w. i/a comp'n.
AM 0243-653,41.172450,-65.406640,HOR,PG,3.600,line of 5 (several i/a)
AM 0244-263,41.549400,-26.307390,FOR,PG,4.500,pair of spirals (#1)
AM 0244-702,41.172650,-70.135150,HYI,PG,1.100,i/a dbl. (in chain of 4)
AM 0244-302,41.578670,-30.282500,FOR,PG,9.000,spiral w. i/a comp'n. (arp 77)
AM 0244-530,41.451370,-52.868960,HOR,PG,0.200,m51-type
AM 0244-262,41.624490,-26.250960,FOR,PG,4.500,pair of spirals (#2)
AM 0244-250,41.642440,-24.864340,FOR,PG,0.900,galaxy w. extended material
AM 0244-612,41.395730,-61.285590,HOR,PG,0.400,peculiar m51-type
AM 0244-271,41.646530,-26.974370,FOR,PG,3.100,spiral w. 9 comp'ns.
AM 0244-253,41.669680,-25.344430,FOR,PG,2.500,spiral + app. comp'n.
AM 0244-475,41.575230,-47.694290,ERI,PG,0.500,hi.s.br. (triple) nucleus + tail
AM 0244-531,41.540840,-53.067580,HOR,PG,0.100,i/a dbl.
AM 0244-225,41.721690,-22.644590,ERI,PG,1.000,disturbed single
AM 0244-290,41.717440,-28.939610,FOR,PG,0.200,compact
AM 0244-222,41.798210,-22.211500,ERI,PG,3.800,close pair of spirals (#1)
AM 0244-360,41.748580,-35.829750,FOR,PG,0.500,disturbed single galaxy
AM 0245-222,41.847920,-22.268330,ERI,PG,3.800,close pair of spirals (#2)
AM 0245-233,41.914720,-23.300210,ERI,PG,0.400,dwarf
AM 0246-472,42.085440,-47.144270,ERI,PG,0.500,small i/a triple
AM 0246-365,42.184670,-36.712840,FOR,PG,1.000,spiral w. strong arm + comp'ns.
AM 0246-694,41.844110,-69.565620,HYI,PG,0.800,spiral w. app. comp'n.(i/a ?)
AM 0247-421,42.230300,-42.051360,ERI,PG,0.300,small i/a dbl.
AM 0247-312,42.389610,-31.186800,FOR,PG,5.400,e in cluster + comp'ns.
AM 0247-304,42.396450,-30.581820,FOR,PG,0.700,compact (fringed)
AM 0247-252,42.431350,-25.223570,FOR,PG,0.200,small i/a dbl.
AM 0247-690,42.034220,-68.919550,HYI,PG,0.700,spiral w. condensation in arm
AM 0247-385,42.381710,-38.768490,FOR,PG,2.000,spiral + compact comp'n.
AM 0247-713,42.015690,-71.447940,HYI,PG,0.900,i/a triple (in group of 4)
AM 0247-240,42.494910,-23.875440,FOR,PG,1.300,pair + 3 comp'ns.
AM 0248-523,42.446740,-52.385510,HOR,PG,0.500,i/a dbl. (dusty spiral)
AM 0248-713,42.149360,-71.393370,HYI,PG,0.200,close pair
AM 0248-470,42.515370,-46.799000,ERI,PG,0.200,i/a dbl.
AM 0248-350,42.626060,-34.862600,FOR,PG,7.200,chain of 5
AM 0248-231,42.718900,-22.974500,ERI,PG,0.300,close pair
AM 0248-494,42.648300,-49.587800,HOR,PG,1.100,e + i/a comp'n.(tail)
AM 0248-270,42.786200,-26.949740,FOR,PG,2.200,wide i/a dbl. (#1)
AM 0249-271,42.827710,-26.969880,FOR,PG,2.200,wide i/a dbl. (#2)
AM 0249-250,42.856750,-24.944960,FOR,PG,8.100,elongated cluster
AM 0249-422,42.794490,-42.158210,ERI,PG,0.900,group of 3
AM 0249-551,42.716860,-54.974770,HOR,PG,2.600,spiral w. i/a comp'n.  fa 732
AM 0250-405,43.006420,-40.727230,ERI,PG,1.600,group of 3(sp.w.i/a comp'n.+tail)
AM 0250-305,43.119060,-30.772530,FOR,PG,10.800,line of 3 (#1: spiral)
AM 0250-310,43.226770,-30.861220,FOR,PG,10.800,line of 3 (#2: compact)
AM 0251-601,43.061070,-59.989330,HOR,PG,2.000,spiral w. 2 app. comp'ns.
AM 0251-580,43.094920,-57.944400,HOR,PG,1.800,3-armed spiral + peculiar comp'n.
AM 0251-345,43.291720,-34.731460,FOR,PG,0.900,pair of e's + compact part
AM 0251-310,43.368120,-30.863350,FOR,PG,10.800,line of 3 (#3: spiral)
AM 0251-374,43.402230,-37.510180,FOR,PG,0.500,small i/a dbl.
AM 0251-342,43.443980,-34.193630,FOR,PG,7.600,galaxy w. disturbed comp'n.
AM 0252-511,43.424580,-51.063730,HOR,PG,5.800,chain of five (#1)
AM 0252-555,43.384200,-55.785330,HOR,PG,0.400,galaxy w. i/a comp'n.
AM 0252-303,43.673630,-30.424370,FOR,PG,2.600,galaxy w. app. comp'ns.
AM 0253-273,43.919630,-27.425180,FOR,PG,1.600,spiral w. re-entrant arm
AM 0253-475,43.907610,-47.705300,ERI,PG,0.200,i/a dbl. in chain of 4
AM 0254-604,43.827930,-60.540240,HOR,PG,0.300,small s0 + knotty chain
AM 0254-425,44.003330,-42.792240,ERI,PG,0.500,i/a dbl.
AM 0254-322,44.093780,-32.185790,FOR,PG,0.500,galaxy w. app. comp'ns.
AM 0254-292,44.111190,-29.280830,FOR,PG,0.300,m51-type
AM 0254-404,44.187390,-40.516170,ERI,PG,0.400,i/a dbl. w. tails
AM 0255-354,44.351550,-35.566690,FOR,PG,0.400,spiral w. pec. arms + app.comp'ns
AM 0255-365,44.453630,-36.717040,FOR,PG,3.800,disturbed sp. + app. comp'ns.
AM 0256-231,44.590790,-23.050750,ERI,PG,1.200,close triple of peculiars
AM 0256-630,44.339190,-62.872030,HOR,PG,1.200,disturbed spiral w. 2 comp'ns.
AM 0256-321,44.701180,-32.101180,FOR,PG,4.300,spiral + irr. comp'n.
AM 0256-364,44.728480,-36.611310,FOR,PG,0.800,spiral w. jet
AM 0257-372,44.754190,-37.244730,FOR,PG,0.400,i/a dbl.
AM 0257-340,44.875630,-33.848460,FOR,PG,0.300,close pair
AM 0257-370,44.988540,-36.942200,FOR,PG,5.000,pair (#1: galaxy w. plumes)
AM 0258-650,44.787560,-64.893620,HOR,PG,0.400,close pair of e's
AM 0258-370,45.084240,-36.920860,FOR,PG,5.000,pair (#2: edge-on)
AM 0258-743,44.525010,-74.458210,HYI,PG,4.000,disturbed galaxy w. 3 comp'ns
AM 0300-402,45.497540,-40.260650,ERI,PG,0.500,knotty irr.
AM 0300-401,45.511580,-39.994030,ERI,PG,3.700,s0 + diametric comp'ns.
AM 0300-243,45.625110,-24.457640,FOR,PG,1.100,small spiral w. long jet
AM 0300-781,44.790950,-78.047840,HYI,PG,0.600,spiral + e comp'n. (i/a)
AM 0300-230,45.660800,-22.867750,ERI,PG,3.800,spiral + i/a comp'n.
AM 0300-423,45.626070,-42.332780,ERI,PG,0.700,3-armed spiral
AM 0300-222,45.779960,-22.213160,ERI,PG,1.600,i/a dbl. (e + pec. disrupted sp.)
AM 0301-482,45.708690,-48.289800,ERI,PG,0.300,i/a dbl. w. tail
AM 0301-360,45.858280,-35.955190,FOR,PG,0.300,close pair
AM 0301-252,45.962800,-25.273810,FOR,PG,1.100,dwarf w. some structure
AM 0301-245,45.977790,-24.682200,FOR,PG,1.300,sp. w. compact grp. of 4 comp'ns
AM 0302-393,45.984310,-39.444000,FOR,PG,4.900,group of 4: (e + compact + 2 sp.)
AM 0302-504,45.910060,-50.548860,HOR,PG,2.900,spindle w. loop + jet + 4 comp'ns
AM 0302-370,46.015060,-36.942410,FOR,PG,3.400,distant (elongated) cluster
AM 0302-611,45.860820,-61.135560,HOR,PG,2.000,i/a quartet w. condens. in tail
AM 0302-521,45.978910,-52.129130,HOR,PG,2.000,pair w. i/a comp'n. (#1) fa 734
AM 0302-273,46.136330,-27.461100,FOR,PG,0.900,disk w. off-set nucleus
AM 0302-594,45.938170,-59.485790,HOR,PG,0.700,gal. w. 5 knots in nucleus + tail
AM 0302-622,45.901570,-62.244070,HOR,PG,0.700,very faint  very compact group
AM 0302-360,46.140990,-35.941180,FOR,PG,0.400,close pair
AM 0302-522,46.032560,-52.159320,HOR,PG,2.000,pair w. i/a comp'n. (#2)
AM 0302-471,46.087200,-47.112770,HOR,PG,0.300,compact
AM 0302-274,46.235950,-27.506450,FOR,PG,0.300,i/a dbl.
AM 0303-742,45.728540,-74.250700,HYI,PG,0.400,nucleated dwarf?
AM 0303-490,46.247010,-48.968350,HOR,PG,0.400,elongated compact
AM 0303-232,46.433070,-23.258780,ERI,PG,0.800,close dbl. incl. compact
AM 0304-391,46.522700,-39.037540,FOR,PG,0.800,peculiar spiral + i/a comp'n.
AM 0304-425,46.575040,-42.681100,ERI,PG,0.600,close group of 4
AM 0304-470,46.545900,-46.844380,HOR,PG,0.700,galaxy w. loop and jet
AM 0304-300,46.657850,-29.839610,FOR,PG,1.800,galaxy w. extended material
AM 0304-255,46.693060,-25.714710,FOR,PG,1.100,galaxy w. material (ring-like ?)
AM 0305-313,46.804270,-31.400140,FOR,PG,6.500,spiral + app. comp'ns.
AM 0305-622,46.548140,-62.199670,HOR,PG,4.500,close pair + gal. w. i/a comp'n
AM 0305-512,46.687620,-51.304940,HOR,PG,0.400,galaxy w. i/a comp'n.
AM 0305-661,46.496580,-66.071280,HOR,PG,0.300,close pair of edge-on galaxies
AM 0305-224,46.902150,-22.517090,ERI,PG,0.400,elongated compact
AM 0305-824,45.443760,-82.594500,OCT,PG,0.600,edge-on ring w. i/a comp'n.
AM 0305-665,46.629830,-66.776780,HOR,PG,0.400,group of 4 (edge-on + compact)
AM 0306-343,47.001130,-34.424190,FOR,PG,0.300,galaxy w. tail
AM 0306-231,47.070810,-22.982690,ERI,PG,9.900,i/a chain of 7
AM 0306-702,46.595650,-70.240150,HYI,PG,1.100,one-armed spiral (gal. w. tail?)
AM 0306-670,46.750100,-66.940550,HOR,PG,5.400,e w. diametric companions
AM 0306-324,47.252060,-32.505070,FOR,PG,0.400,i/a dbl. in group of 4
AM 0307-810,46.230530,-80.820090,HYI,PG,0.300,i/a dbl.
AM 0307-252,47.402280,-25.252220,FOR,PG,1.800,ringing sp. w. 2 close comp'ns  ic
AM 0307-411,47.408120,-41.032370,ERI,PG,3.600,large sd/dwarf
AM 0307-705,47.016220,-70.645010,HYI,PG,0.600,i/a triple
AM 0307-344,47.495480,-34.490950,FOR,PG,0.400,galaxy w. i/a comp'n.
AM 0307-504,47.386930,-50.599080,HOR,PG,0.500,i/a dbl. (#1)
AM 0308-504,47.399360,-50.600790,HOR,PG,0.500,i/a dbl. (#2)
AM 0308-771,46.768270,-77.081340,HYI,PG,9.000,chain of 4 [ n.s.]
AM 0308-401,47.543290,-40.002840,ERI,PG,0.500,dwarf
AM 0309-251,47.827150,-25.132070,FOR,PG,0.900,small sp. w. knot at end of jet
AM 0309-473,47.712300,-47.418530,HOR,PG,2.500,group of 6
AM 0309-321,47.819540,-32.105430,FOR,PG,1.600,small but wide i/a dbl.(#1)
AM 0309-222,48.014010,-22.307720,ERI,PG,1.600,close group of 5
AM 0310-252,48.055650,-25.202890,FOR,PG,4.000,chain of 5 (incl. ring)
AM 0310-244,48.074860,-24.617960,FOR,PG,4.000,close pair (#1: e )
AM 0310-271,48.109770,-27.054770,FOR,PG,0.300,i/a dbl. in group of 12
AM 0310-424,48.025580,-42.559600,ERI,PG,0.600,galaxy w. tails
AM 0310-644,47.875280,-64.604490,HOR,PG,0.200,small i/a dbl.
AM 0310-314,48.205190,-31.485140,FOR,PG,22.400,pair (#1: spiral)
AM 0310-473,48.139760,-47.441740,HOR,PG,0.900,group of 4
AM 0311-513,48.131290,-51.345100,HOR,PG,0.200,i/a dbl. w. tail + material
AM 0311-492,48.179470,-49.185240,HOR,PG,0.300,dwarf
AM 0311-473,48.210100,-47.471990,HOR,PG,1.100,tight group of 4 (#1)
AM 0311-315,48.316630,-31.653880,FOR,PG,22.400,pair (#2: e )
AM 0311-474,48.222400,-47.492040,HOR,PG,1.100,tight group of 4 (#3)
AM 0311-255,48.377830,-25.725730,FOR,PG,9.900,bright-rimmed spiral + diametrics
AM 0311-252,48.417670,-25.185870,FOR,PG,3.600,galaxy w. warped plane + comp'n.
AM 0311-582,48.214290,-58.152200,HOR,PG,3.800,spiral w. 2 app. comp'ns.
AM 0311-573,48.266060,-57.342370,HOR,PG,3.600,large disturbed spiral
AM 0311-382,48.430310,-38.302690,FOR,PG,0.400,2 e's in  envelope + comp'ns.
AM 0312-381,48.527710,-37.994700,FOR,PG,0.600,dwarf
AM 0312-305,48.757960,-30.708810,FOR,PG,0.900,spiral + compact app. comp'n.
AM 0313-293,48.797870,-29.343950,FOR,PG,4.500,group of 7 e's
AM 0313-321,48.800950,-32.090640,FOR,PG,0.500,i/a dbl.
AM 0313-581,48.629600,-58.090370,HOR,PG,0.400,i/a e's in common envelope
AM 0313-225,48.881530,-22.812540,ERI,PG,1.100,i/a quartet
AM 0313-765,48.128730,-76.722870,HYI,PG,0.700,galaxy w. jets or straight arms
AM 0313-545,48.764240,-54.812460,HOR,PG,1.300,i/a dbl. (spiral + compact)
AM 0313-371,48.906790,-37.131080,FOR,PG,0.500,spiral + hi.s.br. linear comp'n.
AM 0314-242,49.046100,-24.199810,FOR,PG,0.900,dwarf
AM 0314-631,48.741530,-62.990910,RET,PG,4.300,compact                 [a82]
AM 0314-762,48.486980,-76.159120,HYI,PG,0.500,i/a dbl.
AM 0314-230,49.268270,-22.867290,ERI,PG,1.300,galaxy w. faint arms + 3 comp'ns
AM 0314-493,49.119920,-49.400340,HOR,PG,0.400,dwarf
AM 0314-511,49.113890,-51.000340,HOR,PG,0.400,chain of 5 in cluster (#1)
AM 0314-510,49.127120,-50.915390,HOR,PG,13.400,rich cluster
AM 0315-510,49.163950,-50.972190,HOR,PG,0.400,chain of 5 in cluster (#2)
AM 0315-324,49.305770,-32.575830,FOR,PG,1.800,spiral w. peculiar arm
AM 0315-415,49.252680,-41.704060,ERI,PG,0.700,dwarf
AM 0315-511,49.197040,-50.983980,HOR,PG,0.400,chain of 5 in cluster (#3)
AM 0315-712,48.843490,-71.286670,HYI,PG,0.400,galaxy w. multiple nucleus
AM 0315-322,49.344740,-32.275970,FOR,PG,0.200,i/a dbl.
AM 0445-622,71.437310,-62.287680,DOR,PG,0.700,dwarf
AM 0315-411,49.327190,-41.110990,ERI,PG,4.000,sa w. comp'ns. (one dwarf)
AM 0316-484,49.405730,-48.503040,HOR,PG,0.300,dwarf (w. linear feature ?)
AM 0316-350,49.501100,-34.933240,FOR,PG,0.100,very close pair
AM 0316-301,49.542840,-30.098350,FOR,PG,4.000,group of 3
AM 0316-573,49.359120,-57.456370,RET,PG,1.300,disrupted single
AM 0316-543,49.424360,-54.379880,HOR,PG,4.000,chain of 4 (i/a dbl. at centre)
AM 0316-260,49.633720,-25.836980,FOR,PG,4.000,spiral w. app. comp'n.
AM 0316-455,49.519430,-45.698420,HOR,PG,8.100,chain of 4 e's in cluster
AM 0316-371,49.605860,-37.000310,FOR,PG,0.300,compact
AM 0316-235,49.684530,-23.783820,ERI,PG,1.800,dwarf (some resolution)
AM 0316-271,49.715150,-27.123960,FOR,PG,0.400,compact + spiral
AM 0317-325,49.832890,-32.762780,FOR,PG,2.000,close triple
AM 0317-324,49.845960,-32.647820,FOR,PG,0.500,irr. (resolved into knots)
AM 0317-621,49.598050,-62.075710,RET,PG,0.400,dwarf
AM 0317-323,49.892660,-32.464660,FOR,PG,3.400,edge-on + app. comp'n.
AM 0317-664,49.564100,-66.500740,RET,PG,13.400,sdm + hi.s.br. comp'n. + matr'l.
AM 0317-595,49.725780,-59.747780,RET,PG,0.700,condens. at end of one-armed sp.
AM 0318-582,49.804180,-58.294700,RET,PG,0.400,i/a dbl.
AM 0318-255,50.079510,-25.698630,FOR,PG,0.400,dwarf
AM 0318-511,49.922750,-51.049990,HOR,PG,1.200,spiral w. aligned i/a comp'ns.
AM 0318-292,50.108570,-29.233770,FOR,PG,0.300,i/a dbl. e's
AM 0318-230,50.166800,-22.930610,ERI,PG,0.700,galaxy w. loops
AM 0318-610,49.906520,-60.943480,RET,PG,0.200,v.small ring w. off-set nucleus
AM 0318-384,50.132940,-38.535610,FOR,PG,0.300,contact e's
AM 0318-481,50.073120,-48.135510,HOR,PG,0.700,close triple (#1)
AM 0318-491,50.106280,-49.115650,HOR,PG,1.300,triple (#1: dwarf)
AM 0318-254,50.263420,-25.510980,FOR,PG,0.500,lumpy compact / irr.
AM 0319-671,49.899580,-67.002010,RET,PG,0.400,compact w. plume
AM 0319-452,50.241310,-45.254430,ERI,PG,0.700,galaxy w. peculiar dust
AM 0319-272,50.351190,-27.216320,FOR,PG,0.700,small tight group of 4
AM 0319-542,50.163720,-54.294280,HOR,PG,5.800,group of 5 incl. ring
AM 0319-421,50.339330,-41.994750,ERI,PG,0.500,dwarf
AM 0319-434,50.369840,-43.584890,ERI,PG,1.100,edge-on w. plumes + i/a comp'n.
AM 0319-454,50.359820,-45.511540,ERI,PG,0.400,close pair of e's (group of 4)
AM 0319-662,50.147630,-66.312910,RET,PG,0.500,dwarf
AM 0320-274,50.549090,-27.592070,FOR,PG,0.300,galaxy w. i/a comp'n + tail
AM 0320-600,50.362500,-59.850160,RET,PG,0.100,i/a dbl.
AM 0320-495,50.486300,-49.802080,HOR,PG,0.500,galaxy w. condensation? in jet
AM 0320-372,50.668740,-37.215930,FOR,PG,nan,fornax a   "ringing"  [pks] [mc]
AM 0320-491,50.584050,-49.079100,HOR,PG,0.300,compact
AM 0321-464,50.667260,-46.567710,HOR,PG,0.400,i/a dbl.
AM 0321-425,50.729380,-42.676220,ERI,PG,3.600,close pair (#1: e )
AM 0321-291,50.820720,-29.053100,FOR,PG,0.400,dwarf
AM 0321-424,50.754810,-42.602980,ERI,PG,3.600,close pair (#2: spiral w. tails)
AM 0321-294,50.838920,-29.578170,FOR,PG,0.400,dwarf
AM 0321-810,49.696550,-80.912810,HYI,PG,2.100,close dbl. w. comp'ns. (#1:sp)
AM 0321-370,50.903390,-36.901810,FOR,PG,1.300,close triple (hi.s.br. galaxies)
AM 0321-871,46.826840,-87.100820,OCT,PG,1.600,irr. in wide pair
AM 0322-374,50.978740,-37.513770,FOR,PG,0.500,ring in nucleus w. br. condens.
AM 0322-573,50.831100,-57.453520,RET,PG,0.700,spiral w. app. comp'n.
AM 0322-575,50.882200,-57.667050,RET,PG,0.700,spiral w. app. comp'n.
AM 0322-670,50.717190,-66.890070,RET,PG,0.300,m51-type w. elongated comp'n.
AM 0322-810,49.927340,-80.927020,HYI,PG,2.100,close dbl. w. comp'ns.(#2: n)
AM 0322-414,51.110460,-41.635980,ERI,PG,0.200,compact
AM 0322-580,50.995130,-57.905820,RET,PG,4.300,group of 6 (hi.s.br. irr. + e)
AM 0322-673,50.855700,-67.468950,HYI,PG,0.200,compact galaxy (?)
AM 0323-420,51.250000,-41.893170,ERI,PG,2.700,m51-type in i/a small chain of 5
AM 0323-363,51.313930,-36.366690,FOR,PG,2.200,i/a dbl.(knots)
AM 0445-474,71.663190,-47.628230,PIC,PG,0.200,i/a dbl.
AM 0324-330,51.503840,-32.895710,FOR,PG,1.100,e w. 2 faint jets
AM 0324-334,51.566820,-33.550950,FOR,PG,0.200,small galaxy w. i/a comp'n.
AM 0324-524,51.431140,-52.554020,HOR,PG,2.200,spiral + m51-type
AM 0324-362,51.622690,-36.174530,FOR,PG,0.300,small m51-type
AM 0324-342,51.687710,-34.249750,FOR,PG,1.100,galaxy w. jet (group of 4)
AM 0325-364,51.753240,-36.598360,FOR,PG,0.500,pair
AM 0325-355,51.775220,-35.683430,FOR,PG,0.700,dwarf/defect ?
AM 0325-640,51.588690,-63.963260,RET,PG,1.300,close pair
AM 0326-485,51.949220,-48.705930,HOR,PG,0.900,spiral w. pec. arm (one-armed?)
AM 0326-260,52.100660,-25.881260,FOR,PG,0.100,compact
AM 0326-311,52.079110,-31.069550,FOR,PG,5.400,s0 w. plateaus (arc of 4 [n.w.])
AM 0326-335,52.118850,-33.738060,FOR,PG,0.600,dwarf (no resolution)
AM 0326-662,51.811550,-66.289200,RET,PG,2.400,close pair in wide group of 5
AM 0326-594,51.954390,-59.556180,RET,PG,0.300,e w. faint jet
AM 0326-460,52.134250,-45.939930,HOR,PG,0.200,close pair (#1)
AM 0327-460,52.175840,-45.933420,HOR,PG,0.200,close pair (#2)
AM 0327-732,51.698270,-73.324210,HYI,PG,1.000,galaxy w. connected comp'n.
AM 0327-555,52.142760,-55.718470,HOR,PG,9.000,rich cluster (cd at centre)
AM 0327-231,52.375970,-23.033950,ERI,PG,0.400,dwarf
AM 0327-594,52.108510,-59.506770,RET,PG,0.100,small i/a dbl.
AM 0327-222,52.425150,-22.279140,ERI,PG,0.700,galaxy w. very close i/a comp'n.
AM 0327-373,52.379880,-37.475770,FOR,PG,0.200,compact
AM 0327-291,52.447240,-29.034280,FOR,PG,0.200,i/a dbl. e's
AM 0327-432,52.382610,-43.319180,ERI,PG,2.500,line of 3 incl. v. compact galaxy
AM 0327-285,52.481810,-28.776070,FOR,PG,0.400,i/a e + spiral in group of 3
AM 0328-480,52.512990,-47.863080,HOR,PG,0.500,large compact
AM 0328-524,52.469140,-52.514660,HOR,PG,13.400,very rich cluster of 8 galaxies
AM 0328-320,52.635930,-31.950030,FOR,PG,0.600,dwarf (nucleated)
AM 0329-334,52.784850,-33.620620,FOR,PG,4.300,large sb w. app. comp'n.
AM 0329-502,52.677850,-50.307090,HOR,PG,0.900,dbl. w. i/a comp'ns.(dn 0329-505)
AM 0329-480,52.711350,-47.977180,HOR,PG,1.100,close pair      fa 748/9
AM 0329-321,52.822570,-32.047420,FOR,PG,0.700,dwarf
AM 0329-362,52.803060,-36.239050,FOR,PG,0.900,dwarf (br. nucleus) jet to knot
