Name,RA,Dec,Con,OT,Diam,Mag,Other
Trumpler 1,23.915,61.283,CAS,OC,3.72,nan,N=69; d=2648
Trumpler 10,131.943,-42.566,VEL,OC,106.8,nan,N=478; d=431
Trumpler 11,151.248,-61.619,CAR,OC,6.84,nan,N=84; d=3612
Trumpler 12,151.621,-60.29,CAR,OC,5.88,nan,N=177; d=3547; 2-3-p-*
Trumpler 13,155.952,-60.142,CAR,OC,5.4,nan,N=220; d=4597; 2-2-m-*
Trumpler 14,160.986,-59.553,CAR,OC,5.28,nan,N=321; d=2413
Trumpler 15,161.177,-59.369,CAR,OC,4.68,nan,N=154; d=2339
Trumpler 16,161.253,-59.7,CAR,OC,7.32,nan,N=154; d=2395
Trumpler 17,164.108,-59.23,CAR,OC,7.92,nan,N=196; d=2474
Trumpler 18,167.826,-60.656,CAR,OC,8.28,nan,N=55; d=1531
Trumpler 19,168.623,-57.563,CAR,OC,12.6,nan,N=642; d=2484; 4-2-m-*
Trumpler 2,39.232,55.905,PER,OC,38.76,nan,N=179; d=684
Trumpler 20,189.882,-60.637,CRU,OC,13.44,nan,N=869; d=3568; 2-2-m-*
Trumpler 21,203.068,-62.787,CEN,OC,8.52,nan,N=105; d=1330
Trumpler 22,217.783,-61.169,CEN,OC,12.36,nan,N=192; d=2408
Trumpler 23,240.218,-53.539,NOR,OC,7.44,nan,N=426; d=2627; 3-1-m-*
Trumpler 25,261.125,-39.006,SCO,OC,9.48,nan,N=683; d=2322; 2-1-m-*
Trumpler 26,262.126,-29.487,OPH,OC,8.64,nan,N=94; d=1533; 2-1-m-*
Trumpler 28,264.231,-32.469,SCO,OC,10.68,nan,N=143; d=1415
Trumpler 29,265.347,-40.158,SCO,OC,17.4,nan,N=185; d=1424; 3-2-m-*
Trumpler 3,48.004,63.218,CAS,OC,33.12,nan,N=222; d=671; 3-2-m-*
Trumpler 30,269.182,-35.298,SCO,OC,11.52,nan,N=155; d=1358; 4-1-p-*
Trumpler 32,274.294,-13.349,SER,OC,6.84,nan,N=188; d=1648
Trumpler 33,276.159,-19.711,SGR,OC,5.76,nan,N=42; d=1416
Trumpler 34,279.935,-8.439,SCT,OC,5.16,nan,N=40; d=2998; 4-2-m-*
Trumpler 35,280.741,-4.215,SCT,OC,5.64,nan,N=67; d=2873
Trumpler 5,99.126,9.465,MON,OC,16.08,nan,N=2267; d=3192
Trumpler 7,111.849,-23.949,PUP,OC,7.92,nan,N=118; d=1714
Trumpler 9,118.911,-25.888,PUP,OC,4.44,nan,N=133; d=2718
Turner 3,274.393,-18.875,SGR,OC,2.4,nan,N=18; d=1631
Turner 5,143.284,-36.358,ANT,OC,93.72,nan,N=28; d=416
Turner 9,296.165,29.494,CYG,OC,18.12,nan,N=46; d=1689
Waterloo 1,64.682,52.863,CAM,OC,7.8,nan,N=58; d=4115
Waterloo 7,111.532,-15.09,CMA,OC,2.88,nan,N=40; d=3345
Westerlund 1,251.76,-45.852,ARA,OC,2.76,nan,N=358; d=3558
Westerlund 2,156.01,-57.758,CAR,OC,2.4,nan,N=186; d=4207
vdBergh 1,99.275,3.078,MON,OC,3.6,nan,N=73; d=1811
vdBergh 80,97.739,-9.625,MON,OC,17.16,nan,N=79; d=948; 1-2-p-n
vdBergh 83,100.025,-27.189,CMA,OC,18.12,nan,N=52; d=940; 3-2-p-n
vdBergh 85,101.718,1.32,MON,OC,4.8,nan,N=34; d=1719; 1-2-p-*
vdBergh 92,106.038,-11.475,CMA,OC,13.44,nan,N=193; d=1148; 4-2-p-n
Majaess 68,88.0542,26.9925,TAU,OC,22.000,nan,
FSR 0469,359.275,65.4144,CAS,OC,1.800,nan,
Alessi 22,357.0292,36.205,AND,OC,82.000,nan,
FSR 0453,356.8542,63.2264,CAS,OC,4.500,nan,
Majaess 227,356.8292,60.4675,CAS,OC,13.000,nan,
Majaess 225,354.95,61.9281,CAS,OC,12.000,nan,
Majaess 36,57.9042,51.5167,PER,OC,4.000,nan,
Stock 19,1.1708,56.0833,CAS,OC,4.000,nan,2-2-p-*
FSR 0828,88.075,29.9044,AUR,OC,2.700,nan,
Majaess 1,1.8417,64.9728,CAS,OC,5.000,nan,
Majaess 69,89.5583,16.5594,ORI,OC,15.000,nan,
Majaess 70,90.2417,-9.9033,MON,OC,40.000,nan,
FSR 0436,352.525,60.2575,CAS,OC,2.600,nan,
FSR 0426,348.8833,61.1142,CAS,OC,1.000,nan,
Ruprecht 166,201.4125,-63.4667,CEN,OC,3.000,nan,2-1-m-*
Majaess 65,87.4333,27.1083,TAU,OC,14.000,nan,
FSR 0856,92.2292,26.2664,GEM,OC,1.000,nan,
Majaess 215,342.3917,59.9358,CEP,OC,6.000,nan,
FSR 0647,59.7958,57.2269,CAM,OC,2.500,nan,
Majaess 8,4.1792,64.5058,CAS,OC,3.000,nan,
Collinder 257,186.1917,-60.8867,CRU,OC,5.000,nan,
FSR 0869,92.5208,24.5586,GEM,OC,1.500,nan,
Majaess 41,60.8292,51.2994,PER,OC,25.000,nan,
Majaess 9,5.3042,63.3244,CAS,OC,2.000,nan,
Majaess 42,60.95,51.0181,PER,OC,2.000,nan,
Majaess 79,96.9667,5.5278,MON,OC,8.000,nan,
FSR 0665,61.3,51.5222,PER,OC,4.300,nan,
Majaess 82,99.1667,5.6006,MON,OC,3.000,nan,
FSR 0855,85.5917,22.8261,TAU,OC,1.800,nan,
Majaess 211,318.3125,46.3692,CYG,OC,5.000,nan,
FSR 0302,318.0833,52.5328,CYG,OC,0.600,nan,
DC 1,100.5042,-12.9742,CMA,OC,0.700,nan,
Collinder 427,315.1542,68.1597,CEP,OC,4.000,nan,4-1-p-n
Ferrero 10,105.1125,-3.01,MON,OC,10.000,nan,
Majaess 160,225.8583,-63.3875,CIR,OC,6.000,nan,
Majaess 61,84.5958,27.4497,TAU,OC,4.000,nan,
FSR 0248,310.9875,41.6575,CYG,OC,2.600,nan,
FSR 0814,84.2042,31.2117,AUR,OC,2.400,nan,
Dolidze 14,61.6792,27.5428,TAU,OC,18.000,nan,3-1-p-*
FSR 0246,310.1292,42.05,CYG,OC,3.600,nan,
Majaess 209,309.3375,47.2344,CYG,OC,2.000,nan,
FSR 0247,308.7375,42.9222,CYG,OC,0.400,nan,
Stock 15,182.625,-59.4833,CRU,OC,12.000,nan,4-1-p-*
FSR 0763,83.6625,39.1367,AUR,OC,2.500,nan,
ESO 217 08,177.5333,-48.2333,CEN,OC,2.000,nan,
ESO 559 02,109.5208,-18.595,CMA,OC,1.000,nan,1-2-P-*
FSR 0505,10.0167,61.5978,CAS,OC,1.200,nan,
Dolidze 10,306.575,40.1167,CYG,OC,3.000,nan,4-1-p-n
FSR 0239,306.1917,42.8178,CYG,OC,4.400,nan,
Majaess 86,109.6292,-18.3708,CMA,OC,11.000,nan,
Majaess 207,306.0542,35.8725,CYG,OC,7.000,nan,
Wit 3,110.5083,-8.9794,MON,OC,nan,nan,
Dolidze 6,305.1333,41.3567,CYG,OC,7.800,nan,4-2-p-n
Dolidze 41,304.7042,37.75,CYG,OC,11.000,nan,4-1-p-*
Majaess 88,111.0292,-25.8989,CMA,OC,6.000,nan,
Dolidze 4,304.4833,36.7053,CYG,OC,8.700,nan,4-1-p-n
Loden 466,175.925,-62.5167,CEN,OC,3.500,nan,2-3-p-*
Majaess 89,111.1583,-24.5831,CMA,OC,5.000,nan,
Majaess 90,111.1875,-24.4928,CMA,OC,5.000,nan,
Collinder 416,302.8958,26.5344,VUL,OC,8.000,nan,
Majaess 166,238.3375,-55.2478,NOR,OC,4.000,nan,
Majaess 170,240.2167,-51.7111,NOR,OC,5.000,nan,
Collinder 34,44.8458,60.5667,CAS,OC,25.000,nan,1-3-p-n
Waterloo 8,112.55,-15.8333,PUP,OC,12.000,nan,
Majaess 58,81.4667,34.875,AUR,OC,14.000,nan,
Majaess 19,14.6208,56.4981,CAS,OC,14.000,nan,
BH 4,114.4333,-36.0667,PUP,OC,2.000,nan,2-2-p-*
Majaess 20,14.6542,65.6731,CAS,OC,2.000,nan,
Collinder 467,114.825,-10.55,MON,OC,2.000,nan,
Loden 336,170.0,-58.8333,CAR,OC,2.000,nan,4-1-p-*
NGC 358,16.2958,62.0217,CAS,OC,3.000,nan,
Majaess 135,164.8958,-59.0006,CAR,OC,4.000,nan,
Collinder 302,246.5333,-26.25,SCO,OC,500.000,nan,3-3-p-*
FSR 1343,116.7625,-32.97,PUP,OC,1.800,nan,
Dolidze 18,80.8375,33.5081,AUR,OC,14.300,nan,4-1-p-n
Majaess 133,164.6792,-61.1875,CAR,OC,4.000,nan,
Collinder 404,295.6167,23.0878,VUL,OC,0.800,nan,
AH03 J0748 26.9,117.1667,-26.9467,PUP,OC,4.000,nan,
Collinder 401,294.5875,0.3453,AQL,OC,1.000,nan,
FSR 1308,117.3458,-25.5686,PUP,OC,1.800,nan,
Majaess 30,41.15,60.995,CAS,OC,2.000,nan,
FSR 0662,66.125,54.9669,CAM,OC,3.600,nan,
ESO 278 02,256.5583,-46.1217,ARA,OC,2.000,nan,
FSR 1755,258.0833,-38.4622,SCO,OC,6.300,nan,
Moffat 2,258.6167,-39.7667,SCO,OC,2.000,nan,
FSR 0687,69.8708,48.1944,PER,OC,1.500,nan,
Melotte 31,79.5417,33.3736,AUR,OC,135.000,nan,
Majaess 95,124.4708,-35.88,PUP,OC,3.000,nan,
Majaess 50,71.3625,41.9758,PER,OC,17.000,nan,
ESO 485 20,72.5167,-25.9567,ERI,OC,5.000,nan,4-2-p-*
Majaess 99,125.4375,-42.0819,PUP,OC,10.000,nan,
Collinder 464,78.1625,73.9747,CAM,OC,120.000,nan,3-3-m-*
Majaess 101,125.7042,-41.6194,PUP,OC,2.000,nan,
Dutra Bica 50,264.0417,-32.4017,SCO,OC,2.200,nan,
Majaess 104,125.8125,-41.7683,PUP,OC,6.000,nan,
Ruprecht 140,275.4625,-33.2167,SGR,OC,6.000,nan,4-1-p-*
FSR 1394,126.1333,-41.2969,PUP,OC,1.000,nan,
ESO 522 16,274.7708,-27.13,SGR,OC,1.600,nan,
NGC 1790,77.7583,52.1183,AUR,OC,15.000,nan,
Majaess 26,26.4167,64.2689,CAS,OC,4.000,nan,
Dutra Bica 59,264.4208,-25.25,OPH,OC,1.900,nan,
Majaess 184,264.8208,-31.1461,SCO,OC,5.000,nan,
Majaess 114,140.5833,-48.0664,VEL,OC,4.000,nan,
Majaess 190,272.0833,-22.0756,SGR,OC,4.000,nan,
NGC 6529,271.3708,-36.2967,SGR,OC,16.000,nan,
FSR 0699,74.0292,47.3844,AUR,OC,1.000,nan,
Dutra Bica 18,265.7,-28.1083,OPH,OC,1.600,nan,
Dolidze 15,76.6458,34.8567,AUR,OC,16.500,nan,
Dutra Bica 32,269.8958,-28.555,SGR,OC,0.900,nan,
Dutra Bica 25,269.7292,-29.395,SGR,OC,0.700,nan,
Dutra Bica 49,269.6417,-26.115,SGR,OC,0.900,nan,
Collinder 198,131.325,-31.7667,PYX,OC,5.000,nan,
Ruprecht 70,132.275,-46.8333,VEL,OC,5.000,nan,4-2-p-*
Majaess 29,37.0292,72.6264,CAS,OC,11.000,nan,
Dutra Bica 40,268.3167,-26.7817,SGR,OC,0.600,nan,
Chupina 2,132.625,12.295,CNC,OC,2.100,nan,
Dutra Bica 31,267.7083,-27.785,SGR,OC,0.800,nan,
Chupina 3,132.8625,11.395,CNC,OC,2.900,nan,
Dutra Bica 11,267.6,-28.885,SGR,OC,1.000,nan,
Dutra Bica 10,267.575,-28.895,SGR,OC,0.600,nan,
Dutra Bica 12,267.5667,-28.8617,SGR,OC,0.800,nan,
FSR 0696,74.6458,47.9858,AUR,OC,1.900,nan,
Dutra Bica 7,267.525,-28.8867,SGR,OC,0.800,nan,
Chupina 4,133.0,12.3783,CNC,OC,5.000,nan,
Chupina 5,133.2542,11.8617,CNC,OC,4.500,nan,
Collinder 345,266.1458,-33.8667,SCO,OC,5.000,nan,
Dutra Bica 6,266.7917,-28.7733,SGR,OC,0.700,nan,
Dutra Bica 5,266.7792,-28.7683,SGR,OC,0.400,nan,
Alessi Teutsch 10,56.1083,29.6667,TAU,OC,25.000,nan,
Collinder 285,220.275,69.5667,UMI,OC,1400.000,nan,
Melotte 25,66.725,15.8667,TAU,OC,330.000,nan,
Mamajek 3,81.7958,6.2667,ORI,OC,250.000,nan,
Melotte 111,186.275,26.1,COM,OC,120.000,nan,
Feigelson 1,179.9625,-78.2075,CHA,OC,18.000,nan,
Messier 45,56.75,24.1167,TAU,OC,120.000,nan,
Mamajek 2,264.5,-8.1117,OPH,OC,10.000,nan,
Messier 44,130.1,19.6667,CNC,OC,70.000,3.10,
Platais 2,18.4583,32.0283,PSC,OC,336.000,nan,
Platais 11,206.9875,-66.02,MUS,OC,180.000,nan,
Platais 5,92.4,-22.1517,LEP,OC,300.000,nan,
Platais 4,76.8417,22.2783,TAU,OC,204.000,nan,
AH03 J1725 34.4,261.3833,-34.4056,SCO,OC,2.600,nan,
Messier 7,268.4625,-34.7933,SCO,OC,80.000,3.30,
Casado Alessi 1,13.3625,49.5667,CAS,OC,48.000,nan,4-2-p-*
Messier 39,322.95,48.4333,CYG,OC,29.000,4.60,
Platais 6,93.8583,3.845,ORI,OC,252.000,nan,
ASCC 100,285.4042,33.57,LYR,OC,37.200,nan,
Loden 1,151.2625,-55.8,VEL,OC,21.000,nan,3-2-p-*
Herschel 1,116.7583,0.0183,CMI,OC,43.200,nan,
NGC 1981,83.7833,-4.3431,ORI,OC,22.000,4.20,3-3-p-n
Loden 89,157.3,-56.7833,VEL,OC,35.000,nan,
Collinder 70,83.875,-1.1,ORI,OC,140.000,nan,
Sigma Orionis,84.675,-2.6,ORI,OC,10.000,nan,3-1-p-*
ASCC 48,128.625,-37.61,VEL,OC,38.400,nan,
ASCC 24,97.1833,-7.02,MON,OC,42.000,nan,
Ruprecht 56,123.1375,-40.4667,PUP,OC,39.000,nan,3-2-m-*
BH 223,260.1708,-35.8833,SCO,OC,6.000,nan,3-3-p-n
NGC 1976,83.8167,-5.39,ORI,OC,47.000,nan,
Collinder 173,120.7042,-46.3833,PUP,OC,370.000,nan,
Platais 12,207.9333,-63.4533,CEN,OC,120.000,nan,
NGC 2413,113.2792,-13.4,PUP,OC,24.000,nan,
Ivanov 6,111.0583,-24.6333,CMA,OC,4.500,nan,
ASCC 20,82.1833,1.63,ORI,OC,90.000,nan,
ESO 165 09,136.3125,-55.955,VEL,OC,15.000,nan,4-3-p-*
ASCC 109,298.5,34.58,CYG,OC,60.000,nan,
Briceno 1,81.15,1.8,ORI,OC,74.400,nan,
NGC 6573,273.4208,-22.1183,SGR,OC,1.800,nan,
Messier 6,265.0833,-32.2533,SCO,OC,20.000,4.20,
Messier 47,114.1458,-14.4833,PUP,OC,25.000,4.40,
Messier 34,40.5208,42.7617,PER,OC,35.000,5.20,
ASCC 18,81.5417,0.82,ORI,OC,74.400,nan,
ASCC 38,111.7958,-5.55,MON,OC,31.200,nan,
Loden 915,203.525,-59.25,CEN,OC,32.000,nan,4-3-p-*
Loden 1171,209.85,-58.3833,CEN,OC,11.000,nan,3-2-m-*
NGC 1977,83.8167,-4.82,ORI,OC,20.000,nan,
ASCC 51,139.5,-69.69,CAR,OC,79.200,nan,
Ruprecht 65,129.8167,-44.05,VEL,OC,5.000,nan,4-2-p-*
NGC 2395,111.8,13.6083,GEM,OC,14.000,8.00,
NGC 2061,86.025,-33.935,COL,OC,18.000,nan,
Ruprecht 139,270.2625,-23.5333,SGR,OC,12.000,nan,3-2-r-n
Waterloo 2,82.0042,40.3717,AUR,OC,4.000,nan,
ESO 123 26,118.125,-60.33,CAR,OC,16.000,nan,4-3-m-*
ESO 175 06,214.6333,-56.9183,CEN,OC,18.000,nan,3-3-m-*
NGC 1980,83.85,-5.915,ORI,OC,20.000,nan,3-3-m-n
ASCC 34,107.625,6.07,CMI,OC,36.000,nan,
ASCC 59,155.0542,-57.65,CAR,OC,42.000,nan,
ASCC 74,203.9542,-58.81,CEN,OC,24.000,nan,
Kronberger 28,301.6333,35.5761,CYG,OC,0.800,nan,
NGC 6444,267.3958,-34.82,SCO,OC,3.000,nan,4-1-p-*
Johansson 1,236.5833,-52.3817,NOR,OC,29.000,nan,
NGC 1641,68.8833,-65.75,RET,OC,11.000,nan,3-2-p-*
Bochum 14,270.5,-23.6833,SGR,OC,2.000,nan,
Collinder 65,81.525,16.7003,TAU,OC,220.000,nan,2-3-p-*
NGC 6885,303.0042,26.4783,VUL,OC,20.000,8.10,
NGC 6828,297.5708,7.9033,AQL,OC,9.000,nan,
Ruprecht 131,267.3167,-29.25,SGR,OC,7.000,nan,4-1-p-*
ASCC 83,237.5542,-52.8,NOR,OC,25.200,nan,
ASCC 31,105.225,3.5,MON,OC,20.400,nan,
Loden 143,157.225,-58.7833,CAR,OC,41.000,nan,4-3-p-*
Loden 309,167.6792,-60.3833,CAR,OC,1.500,nan,2-2-vp
ASCC 76,208.0667,-66.4,CIR,OC,42.000,nan,
Loden 1409,221.2333,-61.7167,CIR,OC,31.000,nan,4-3-m-*
NGC 7826,1.3208,-20.6917,CET,OC,20.000,nan,4-2-p-*
Messier 25,277.9458,-19.1167,SGR,OC,29.000,4.60,
Dolidze 23,100.7292,0.0461,MON,OC,12.700,nan,4-3-p-*
Loden 848,203.525,-64.5167,CEN,OC,11.000,nan,3-3-m-*
Messier 23,269.2667,-18.985,SGR,OC,29.000,5.50,
NGC 133,7.8292,63.35,CAS,OC,7.000,9.40,4-1-p-*
Collinder 97,97.825,5.9167,MON,OC,25.000,nan,
ESO 570 12,168.0292,-21.35,CRT,OC,8.000,nan,3-3-p-*
Loden 565,182.0792,-60.65,CRU,OC,16.000,nan,4-3-p-*
Loden 59,157.575,-54.1333,VEL,OC,2.000,nan,
NGC 2430,114.9208,-16.2967,PUP,OC,15.000,nan,
Ruprecht 99,180.7667,-63.85,CRU,OC,5.000,nan,3-1-p-*
ESO 522 05,273.2208,-24.3639,SGR,OC,4.400,nan,4-2-p-*
Collinder 196,131.25,-31.6333,PYX,OC,3.000,nan,4-3-p-*
BH 52,131.625,-52.9,VEL,OC,6.000,nan,4-3-m-*
Roslund 1,296.25,17.5167,SGE,OC,3.000,nan,4-1-p-*
Loden 1177,209.825,-57.85,CEN,OC,13.000,nan,
Markarian 6,37.4167,60.7067,CAS,OC,6.000,nan,
ASCC 122,338.3083,39.61,LAC,OC,86.400,nan,
NGC 6738,285.3375,11.615,AQL,OC,15.000,nan,4-2-p-*
ASCC 81,236.7292,-50.98,NOR,OC,31.200,nan,
NGC 6639,277.7458,-13.155,SCT,OC,5.000,nan,
NGC 1663,72.2417,13.1483,ORI,OC,12.000,14.50,4-2-p-*
ASCC 40,113.4,-13.76,PUP,OC,21.600,nan,
Alessi Teutsch 9,51.8625,34.9533,PER,OC,57.600,nan,
Loden 1010,206.2,-60.2833,CEN,OC,31.000,nan,4-3-m-*
FSR 0416,345.5708,63.0628,CEP,OC,9.000,nan,
Loden 757,198.1,-65.3,MUS,OC,18.000,nan,4-2-p-*
Loden 894,204.9208,-64.3333,CEN,OC,9.000,nan,4-3-p-*
Kronberger 68,300.15,30.5897,CYG,OC,2.200,nan,
Messier 41,101.5042,-20.7567,CMA,OC,39.000,4.50,
Bochum 9,158.9417,-60.1167,CAR,OC,15.000,nan,
Ruprecht 123,260.8583,-37.9,SCO,OC,12.000,nan,3-3-m-*
NGC 3231,156.8708,66.7983,UMA,OC,7.000,nan,
Loden 189,162.5,-56.4,VEL,OC,22.000,nan,
Loden 624,186.5917,-61.7167,CRU,OC,38.000,nan,3-2-p-*
Ivanov 9,104.9292,-4.0667,MON,OC,1.000,nan,
BH 91,154.325,-58.7,CAR,OC,5.000,nan,2-2-p-*
AH03 J0822 36.4,125.55,-36.4,PUP,OC,12.000,nan,
ASCC 4,13.2917,61.58,CAS,OC,48.000,nan,
Ruprecht 89,157.1083,-58.1833,CAR,OC,4.000,nan,3-1-p-*
ASCC 36,108.6292,-21.12,CMA,OC,21.600,nan,
Ruprecht 88,154.7292,-63.1333,CAR,OC,5.000,nan,3-2-m-*
Alessi 33,105.4958,-26.5033,CMA,OC,60.000,nan,
NGC 6996,314.125,44.6333,CYG,OC,14.000,10.00,
NGC 7084,323.1375,17.5083,PEG,OC,16.000,nan,
Basel 5,268.1125,-30.1,SCO,OC,5.000,nan,
Messier 48,123.4292,-5.75,HYA,OC,30.000,5.80,
NGC 1520,59.4625,-76.795,MEN,OC,7.200,nan,
Kronberger 59,308.4583,40.1481,CYG,OC,1.000,nan,
Latham 1,197.7083,30.4767,COM,OC,60.000,nan,
Loden 1152,209.875,-59.35,CEN,OC,11.000,nan,4-2-p-*
NGC 1252,47.7042,-57.7667,HOR,OC,8.000,nan,
Collinder 236,164.2125,-61.1167,CAR,OC,10.000,nan,4-1-m-*
ASCC 33,105.7958,-25.05,CMA,OC,108.000,nan,
ASCC 104,294.7208,18.69,SGE,OC,57.600,nan,
ASCC 35,108.1667,2.12,CMI,OC,48.000,nan,
Collinder 89,94.5,23.6333,GEM,OC,60.000,nan,4-2-p-n
ASCC 28,103.5167,-0.17,MON,OC,36.000,nan,
ASCC 26,102.6,7.25,MON,OC,20.400,nan,
NGC 1746,75.9583,23.77,TAU,OC,42.000,nan,3-2-p-*
ASCC 98,280.65,-33.63,SGR,OC,78.000,nan,
NGC 2143,90.7792,5.7283,ORI,OC,11.000,nan,
Alessi 40,279.1458,-19.465,SGR,OC,51.600,nan,
ASCC 60,158.2792,-58.48,CAR,OC,14.400,nan,
ASCC 56,152.0542,-64.37,CAR,OC,42.000,nan,
ASCC 91,267.225,-37.36,SCO,OC,36.000,nan,
ASCC 126,346.575,51.05,AND,OC,36.000,nan,
ASCC 82,236.85,-64.41,TRA,OC,36.000,nan,
Ruprecht 64,129.3333,-40.15,VEL,OC,70.000,nan,2-3-r-*
FSR 0435,352.7917,59.7856,CAS,OC,1.500,nan,
Messier 67,132.825,11.8,CNC,OC,25.000,6.90,
FSR 0516,12.6917,65.9683,CAS,OC,0.700,nan,
Ruprecht 113,239.2625,-59.4667,NOR,OC,25.000,nan,4-2-p-*
Teutsch 39,339.1208,37.7564,LAC,OC,17.000,nan,
ESO 392 13,261.7167,-34.6867,SCO,OC,10.000,nan,
NGC 6514,270.675,-22.9717,SGR,OC,28.000,nan,
C1331 622,203.55,-62.4172,CEN,OC,7.000,nan,
Loden 172,157.1125,-60.6667,CAR,OC,14.000,nan,
Dol Dzim 6,251.35,38.35,HER,OC,4.000,nan,4-3-p-*
ESO 430 18,121.7167,-30.8367,PUP,OC,12.000,nan,
FSR 0414,345.4375,63.0206,CEP,OC,1.200,nan,
Trumpler 37,324.775,57.5,CEP,OC,89.000,nan,
Teutsch 124,304.5875,31.2061,CYG,OC,4.000,nan,
Antalova 1,262.225,-31.55,SCO,OC,35.000,nan,4-2-p-n
ASCC 94,273.9,-14.99,SER,OC,30.000,nan,
FSR 0260,308.4167,45.6431,CYG,OC,2.200,nan,
Collinder 333,262.8792,-34.0167,SCO,OC,7.000,nan,2-2-m-*
FSR 0249,309.6,42.5008,CYG,OC,4.000,nan,
NGC 2666,132.4458,44.7033,LYN,OC,11.000,nan,
Bochum 5,112.75,-16.9333,PUP,OC,15.000,nan,
Ruprecht 59,124.8375,-34.4833,PUP,OC,3.000,nan,
FSR 0213,306.7458,38.9756,CYG,OC,6.400,nan,
Ruprecht 12,106.7917,-28.2,CMA,OC,5.000,nan,4-1-p-*
NGC 2202,94.2083,5.9967,ORI,OC,7.000,nan,
Alessi Teutsch 7,127.9333,-39.1317,VEL,OC,60.000,nan,
ASCC 46,124.1417,-48.51,VEL,OC,48.000,nan,
ASCC 84,238.725,-60.74,TRA,OC,30.000,nan,
Loden 2326,235.8875,-52.475,NOR,OC,1.600,nan,
Dolidze 36,300.625,42.1,CYG,OC,14.000,nan,4-3-r-n
NGC 2678,132.5083,11.3383,CNC,OC,13.000,nan,
NGC 2252,98.675,5.3667,MON,OC,18.000,7.70,3-2-m-n
Dol Dzim 5,246.85,38.0667,HER,OC,15.000,nan,4-3-p-*
Loden 682,191.8208,-60.65,CRU,OC,26.000,nan,
Ruprecht 116,245.8333,-52.0,NOR,OC,5.000,nan,2-2-p-*
Dolidze 20,81.9542,33.7933,AUR,OC,10.000,nan,-3-p-*
ESO 128 16,163.4208,-58.24,CAR,OC,10.000,nan,
FSR 0232,304.5583,42.6306,CYG,OC,3.100,nan,
ESO 062 11,159.7292,-69.0333,CAR,OC,6.000,nan,
NGC 2180,92.45,4.8072,ORI,OC,10.000,nan,
Messier 35,92.225,24.3333,GEM,OC,40.000,5.10,
FSR 1688,218.6542,-56.1328,CEN,OC,3.100,nan,
Loden 807,201.1667,-62.4833,CEN,OC,20.000,nan,3-3-m-n
Ruprecht 31,115.7417,-35.5972,PUP,OC,3.000,nan,3-2-p-*
Lynga 15,175.6,-62.4833,CEN,OC,8.000,nan,2-1-p-*
NGC 6546,271.8417,-23.2967,SGR,OC,14.000,8.00,
NGC 2394,112.15,7.0867,CMI,OC,8.000,nan,
NGC 6837,298.2833,11.6983,AQL,OC,4.600,12.00,4-1-p-*
Loden 1002,208.575,-65.3167,CIR,OC,8.000,nan,4-2-p-*
BH 34,127.8125,-44.5,VEL,OC,25.000,nan,4-2-p-n
Messier 50,105.675,-8.3833,MON,OC,14.000,5.90,
NGC 6588,275.1375,-63.8083,PAV,OC,5.000,nan,4-2-p-*
Collinder 96,97.575,2.8667,MON,OC,12.000,nan,
Basel 14,320.325,44.8167,CYG,OC,5.000,nan,
Hogg 14,187.15,-59.8167,CRU,OC,3.000,nan,
NGC 5043,199.0375,-60.0733,CEN,OC,14.000,nan,4-3-p-*
Dolidze 42,304.925,38.1333,CYG,OC,7.000,nan,
NGC 2132,88.7875,-59.9103,PIC,OC,24.000,nan,
Ruprecht 160,149.0917,-47.0333,VEL,OC,2.000,nan,3-2-p-*
ESO 489 01,91.2417,-26.7333,LEP,OC,11.000,nan,
Trumpler 31,269.9542,-28.1667,SGR,OC,5.000,nan,
ESO 425 15,93.6458,-29.375,CMA,OC,6.000,nan,
ESO 383 10,202.875,-35.0656,CEN,OC,6.000,nan,3-2-p-*
ASCC 43,118.275,-28.17,PUP,OC,42.000,nan,
ASCC 119,334.8,46.9,LAC,OC,25.200,nan,
NGC 7438,344.3417,54.3383,CAS,OC,8.000,nan,
FSR 0777,81.8792,34.7336,AUR,OC,6.700,nan,
Collinder 316,253.875,-40.8333,SCO,OC,100.000,nan,1-2-m-*
FSR 0611,39.4083,56.415,PER,OC,5.500,nan,
NGC 7036,317.5083,15.5167,PEG,OC,4.000,nan,
Loden 615,185.1625,-64.7833,MUS,OC,2.500,nan,4-1-p-*
Alessi J2327+55,351.9208,55.5917,CAS,OC,25.200,nan,
ASCC 69,181.65,-69.77,MUS,OC,48.000,nan,
Collinder 428,315.8,44.5833,CYG,OC,10.000,nan,4-1-p-n
Lynga 12,251.5167,-50.7639,ARA,OC,8.000,nan,3-2-m-*
NGC 6169,248.5167,-44.045,NOR,OC,12.000,6.60,3-1-m-*
NGC 1498,60.075,-12.015,ERI,OC,7.600,nan,
NGC 6334,260.2042,-36.1033,SCO,OC,31.000,nan,
ESO 258 01,116.4458,-46.7133,PUP,OC,10.000,nan,
NGC 2579,125.2167,-36.2167,PUP,OC,7.000,7.50,
Hogg 13,169.075,-60.2667,CAR,OC,3.000,nan,4-1-p-*
Messier 93,116.125,-23.8567,PUP,OC,10.000,6.20,
Collinder 421,305.7917,41.6931,CYG,OC,3.600,nan,3-1-p-n
Lynga 8,245.0167,-50.2331,NOR,OC,3.000,nan,
NGC 2169,92.1,13.965,ORI,OC,5.000,5.90,
NGC 1557,63.2958,-70.4717,HYI,OC,26.000,nan,
