Name,RA,Dec,Con,OT,Diam,Mag,Other
FSR 0167,301.218,27.057,VUL,OC,8.04,nan,N=62; d=1780
FSR 0172,300.004,29.215,VUL,OC,2.76,nan,N=50; d=2979
FSR 0195,304.229,33.637,CYG,OC,3.96,nan,N=56; d=3376
FSR 0198,300.614,35.681,CYG,OC,15.24,nan,N=95; d=1943
FSR 0238,308.693,41.417,CYG,OC,4.68,nan,N=33; d=1601
FSR 0241,300.763,46.196,CYG,OC,10.8,nan,N=65; d=2087
FSR 0275,314.171,46.902,CYG,OC,6.6,nan,N=108; d=3973
FSR 0278,307.761,51.021,CYG,OC,10.2,nan,N=66; d=1714
FSR 0282,315.572,48.096,CYG,OC,5.76,nan,N=88; d=3677
FSR 0284,314.141,49.362,CYG,OC,1.8,nan,N=18; d=2935
FSR 0296,320.976,49.925,CYG,OC,2.4,nan,N=42; d=3281
FSR 0306,322.129,51.69,CYG,OC,9.6,nan,N=81; d=2645
FSR 0336,327.711,55.243,CYG,OC,13.32,nan,N=194; d=2513
FSR 0342,331.931,53.104,LAC,OC,12.36,nan,N=232; d=2687
FSR 0344,330.44,54.815,CYG,OC,4.08,nan,N=15; d=4450
FSR 0357,337.723,53.951,LAC,OC,2.28,nan,N=50; d=4037
FSR 0384,342.911,56.109,LAC,OC,4.2,nan,N=47; d=2011
FSR 0385,340.628,58.941,CEP,OC,6.24,nan,N=62; d=2149
FSR 0398,339.135,64.153,CEP,OC,10.08,nan,N=58; d=933
FSR 0401,345.245,59.698,CAS,OC,1.56,nan,N=15; d=3868
FSR 0430,348.835,64.162,CEP,OC,7.32,nan,N=36; d=2469
FSR 0442,352.489,63.447,CAS,OC,18.24,nan,N=228; d=1442
FSR 0448,356.818,60.902,CAS,OC,6.48,nan,N=47; d=2905
FSR 0465,357.75,66.186,CAS,OC,4.44,nan,N=27; d=5204
FSR 0496,6.656,64.01,CAS,OC,10.92,nan,N=127; d=1465
FSR 0498,7.317,62.389,CAS,OC,14.04,nan,N=51; d=2739
FSR 0524,14.34,62.125,CAS,OC,3.24,nan,N=18; d=3913
FSR 0534,19.349,61.273,CAS,OC,12.24,nan,N=74; d=2744
FSR 0536,19.919,63.026,CAS,OC,7.08,nan,N=34; d=3151
FSR 0537,19.698,60.358,CAS,OC,5.16,nan,N=52; d=3516
FSR 0542,21.485,63.011,CAS,OC,14.76,nan,N=41; d=3330
FSR 0551,24.938,64.878,CAS,OC,11.4,nan,N=52; d=915
FSR 0553,25.226,64.521,CAS,OC,5.52,nan,N=45; d=2988
FSR 0558,30.191,67.799,CAS,OC,10.56,nan,N=64; d=2919
FSR 0667,61.766,51.141,PER,OC,8.16,nan,N=37; d=1144
FSR 0683,77.168,53.213,CAM,OC,3.96,nan,N=33; d=3147
FSR 0686,66.353,46.098,PER,OC,18.72,nan,N=30; d=896
FSR 0716,77.786,45.718,AUR,OC,6.24,nan,N=92; d=3561
FSR 0728,67.458,38.496,PER,OC,6.0,nan,N=63; d=1747
FSR 0735,73.471,40.859,AUR,OC,4.92,nan,N=66; d=2902
FSR 0771,75.919,32.157,AUR,OC,13.8,nan,N=48; d=1546
FSR 0811,94.105,36.377,AUR,OC,6.36,nan,N=51; d=2821
FSR 0826,85.765,28.989,AUR,OC,12.84,nan,N=35; d=3226
FSR 0833,91.32,30.827,AUR,OC,4.56,nan,N=31; d=4650
FSR 0850,86.257,24.74,TAU,OC,9.96,nan,N=145; d=2139
FSR 0852,88.363,25.19,TAU,OC,6.0,nan,N=35; d=2853
FSR 0866,103.823,29.745,GEM,OC,8.52,nan,N=65; d=1189
FSR 0883,91.094,22.037,GEM,OC,5.64,nan,N=41; d=3048
FSR 0893,93.454,21.608,GEM,OC,12.0,nan,N=155; d=2355
FSR 0904,91.774,19.021,ORI,OC,10.44,nan,N=107; d=2104
FSR 0905,98.442,22.312,GEM,OC,6.72,nan,N=33; d=1475
FSR 0921,91.295,16.684,ORI,OC,4.44,nan,N=44; d=2814
FSR 0923,92.644,16.971,ORI,OC,4.56,nan,N=52; d=1623
FSR 0932,91.087,14.573,ORI,OC,4.68,nan,N=60; d=2318
FSR 0935,98.778,17.74,GEM,OC,5.64,nan,N=51; d=2465
FSR 0937,93.425,15.006,ORI,OC,7.8,nan,N=18; d=8797
FSR 0941,95.445,15.776,ORI,OC,4.92,nan,N=68; d=4399
FSR 0942,91.487,13.667,ORI,OC,8.28,nan,N=164; d=3265
FSR 0948,96.48,15.859,GEM,OC,3.6,nan,N=49; d=4363
FSR 0951,95.573,14.65,ORI,OC,19.68,nan,N=195; d=1717
FSR 0953,94.762,14.15,ORI,OC,6.24,nan,N=105; d=2779
FSR 0968,92.843,11.863,ORI,OC,6.0,nan,N=36; d=2431
FSR 0974,98.156,12.553,GEM,OC,5.88,nan,N=70; d=3399
FSR 0975,100.01,13.31,GEM,OC,4.08,nan,N=15; d=4964
FSR 0977,97.974,11.865,MON,OC,2.88,nan,N=22; d=2074
FSR 0979,97.814,11.081,MON,OC,5.52,nan,N=68; d=2910
FSR 0985,92.953,7.02,ORI,OC,3.72,nan,N=57; d=2037
FSR 1025,102.62,6.612,MON,OC,1.32,nan,N=14; d=6696
FSR 1032,99.072,4.011,MON,OC,2.64,nan,N=21; d=2062
FSR 1051,103.046,3.662,MON,OC,6.36,nan,N=35; d=2333
FSR 1063,98.654,-0.265,MON,OC,4.08,nan,N=44; d=2367
FSR 1083,110.503,3.557,CMI,OC,4.08,nan,N=103; d=4542
FSR 1085,103.29,-0.192,MON,OC,4.92,nan,N=68; d=1599
FSR 1113,107.3,-1.502,MON,OC,2.88,nan,N=23; d=3528
FSR 1117,94.159,-8.945,MON,OC,10.8,nan,N=31; d=927
FSR 1125,102.619,-5.444,MON,OC,2.88,nan,N=36; d=7021
FSR 1144,104.298,-6.628,MON,OC,5.64,nan,N=69; d=1849
FSR 1150,106.146,-6.621,MON,OC,3.36,nan,N=46; d=3960
FSR 1153,108.573,-5.658,MON,OC,5.52,nan,N=14; d=2786
FSR 1163,104.81,-9.078,MON,OC,9.12,nan,N=51; d=2352
FSR 1170,106.873,-8.879,MON,OC,2.28,nan,N=26; d=2785
FSR 1171,105.058,-10.32,MON,OC,1.68,nan,N=20; d=4181
FSR 1172,103.909,-11.035,MON,OC,2.52,nan,N=16; d=2385
FSR 1180,108.897,-9.453,MON,OC,8.04,nan,N=87; d=2806
FSR 1183,108.357,-9.884,MON,OC,4.68,nan,N=37; d=2186
FSR 1207,106.883,-13.328,CMA,OC,2.88,nan,N=59; d=2653
FSR 1209,106.785,-13.827,CMA,OC,3.96,nan,N=58; d=4575
FSR 1211,115.336,-9.607,MON,OC,4.56,nan,N=67; d=3149
FSR 1212,106.941,-14.145,CMA,OC,3.72,nan,N=46; d=4071
FSR 1252,110.659,-18.703,CMA,OC,5.4,nan,N=85; d=3420
FSR 1253,111.583,-18.433,CMA,OC,6.84,nan,N=124; d=3972
FSR 1260,112.088,-19.679,PUP,OC,5.88,nan,N=45; d=2857
FSR 1284,109.992,-24.535,CMA,OC,5.04,nan,N=44; d=2376
FSR 1297,110.984,-25.879,CMA,OC,5.88,nan,N=28; d=1277
FSR 1315,117.159,-26.974,PUP,OC,9.6,nan,N=65; d=4224
FSR 1335,123.012,-28.986,PUP,OC,1.68,nan,N=18; d=6258
FSR 1342,119.487,-31.511,PUP,OC,4.32,nan,N=83; d=3880
FSR 1352,116.614,-34.287,PUP,OC,3.96,nan,N=22; d=3718
FSR 1360,120.392,-34.483,PUP,OC,5.16,nan,N=60; d=2475
FSR 1361,117.656,-36.401,PUP,OC,13.08,nan,N=232; d=2575
FSR 1363,122.655,-34.616,PUP,OC,4.08,nan,N=30; d=3725
FSR 1378,120.304,-40.676,PUP,OC,8.28,nan,N=147; d=1621
FSR 1380,122.764,-39.994,PUP,OC,4.32,nan,N=59; d=3456
FSR 1399,131.035,-39.352,VEL,OC,3.48,nan,N=39; d=2904
FSR 1402,136.441,-37.874,VEL,OC,6.36,nan,N=101; d=4488
FSR 1407,142.445,-33.848,ANT,OC,6.24,nan,N=96; d=3293
FSR 1419,124.711,-47.786,VEL,OC,3.84,nan,N=15; d=15329
FSR 1435,134.218,-43.757,VEL,OC,10.08,nan,N=52; d=2149
FSR 1441,129.88,-47.098,VEL,OC,4.68,nan,N=57; d=4581
FSR 1452,133.332,-47.871,VEL,OC,6.72,nan,N=39; d=2549
FSR 1460,136.922,-47.827,VEL,OC,5.28,nan,N=17; d=3931
FSR 1484,142.452,-50.697,VEL,OC,4.2,nan,N=36; d=2298
FSR 1509,147.006,-55.073,VEL,OC,3.36,nan,N=39; d=3818
FSR 1521,148.852,-56.605,VEL,OC,7.2,nan,N=85; d=4344
FSR 1530,152.216,-57.288,CAR,OC,4.92,nan,N=50; d=4451
FSR 1580,171.917,-58.471,CEN,OC,4.68,nan,N=14; d=6482
FSR 1586,170.679,-62.302,CEN,OC,6.84,nan,N=144; d=4162
FSR 1591,174.222,-62.731,CEN,OC,5.76,nan,N=81; d=3519
FSR 1595,176.771,-62.639,CEN,OC,3.6,nan,N=57; d=4805
FSR 1663,205.251,-60.203,CEN,OC,5.28,nan,N=96; d=3349
FSR 1716,242.634,-53.746,NOR,OC,5.52,nan,N=87; d=5425
FSR 1723,238.769,-46.014,NOR,OC,5.64,nan,N=111; d=1490
FSR 1750,255.523,-38.875,SCO,OC,4.92,nan,N=104; d=3543
FSR 1758,262.81,-39.815,SCO,OC,7.68,nan,N=549; d=8215
Feibelman 1,304.417,38.03,CYG,OC,4.08,nan,N=37; d=3457
Ferrero 1,275.063,-32.338,SGR,OC,22.56,nan,N=110; d=852
Ferrero 11,93.646,0.637,ORI,OC,27.72,nan,N=75; d=788
Graham 1,164.134,-63.018,CAR,OC,3.36,nan,N=20; d=4056; 4-1-vp-*
Gulliver 1,161.582,-57.034,VEL,OC,10.68,nan,N=107; d=2837
Gulliver 10,123.09,-38.676,PUP,OC,21.96,nan,N=44; d=594
Gulliver 11,67.996,43.62,PER,OC,15.72,nan,N=64; d=917
Gulliver 12,181.174,-61.308,CRU,OC,9.12,nan,N=52; d=1699
Gulliver 13,104.858,-13.254,CMA,OC,13.8,nan,N=78; d=1540
Gulliver 14,259.928,-36.785,SCO,OC,22.08,nan,N=39; d=1291
Gulliver 15,272.599,-16.723,SGR,OC,10.68,nan,N=84; d=1869
Gulliver 16,23.433,60.751,CAS,OC,5.52,nan,N=57; d=4217
Gulliver 17,302.654,35.871,CYG,OC,7.56,nan,N=116; d=1711
Gulliver 18,302.905,26.532,VUL,OC,14.88,nan,N=204; d=1558
Gulliver 19,344.19,61.106,CEP,OC,18.84,nan,N=145; d=1507
Gulliver 2,122.883,-37.404,PUP,OC,8.76,nan,N=67; d=1379
Gulliver 20,273.736,11.082,OPH,OC,84.48,nan,N=55; d=420
Gulliver 21,106.961,-25.462,CMA,OC,43.68,nan,N=126; d=652
Gulliver 22,84.848,26.368,TAU,OC,14.28,nan,N=27; d=777
Gulliver 23,304.255,38.055,CYG,OC,5.52,nan,N=150; d=3643
Gulliver 24,1.161,62.835,CAS,OC,12.12,nan,N=86; d=1504
Gulliver 25,52.011,45.152,PER,OC,39.72,nan,N=45; d=1351
Gulliver 26,80.689,35.27,AUR,OC,9.12,nan,N=65; d=2570
Gulliver 27,146.088,-54.117,VEL,OC,5.88,nan,N=65; d=2850
Gulliver 28,293.559,18.059,SGE,OC,66.6,nan,N=68; d=621
Gulliver 29,256.745,-35.205,SCO,OC,81.48,nan,N=440; d=1070
Gulliver 3,122.536,-37.244,PUP,OC,4.2,nan,N=47; d=4550
Gulliver 30,313.673,45.996,CYG,OC,9.96,nan,N=63; d=2192
Gulliver 31,301.912,38.232,CYG,OC,9.24,nan,N=54; d=2352
Gulliver 32,98.383,7.478,MON,OC,12.0,nan,N=39; d=1649
Gulliver 33,318.159,46.345,CYG,OC,37.2,nan,N=98; d=1116
Gulliver 34,167.722,-59.158,CAR,OC,5.4,nan,N=31; d=3972
Gulliver 35,150.379,-58.198,CAR,OC,10.8,nan,N=34; d=2301
Gulliver 36,123.185,-35.111,PUP,OC,16.8,nan,N=101; d=1326
Gulliver 37,292.077,25.347,VUL,OC,12.6,nan,N=59; d=1490
Gulliver 38,300.808,34.435,CYG,OC,7.2,nan,N=111; d=2329
Gulliver 39,163.697,-58.05,CAR,OC,5.4,nan,N=42; d=2747
Gulliver 4,122.164,-37.5,PUP,OC,9.48,nan,N=64; d=3042
Gulliver 40,163.095,-58.394,CAR,OC,9.84,nan,N=36; d=1618
Gulliver 41,277.718,-12.429,SCT,OC,3.84,nan,N=59; d=5000
Gulliver 42,303.935,37.851,CYG,OC,6.48,nan,N=83; d=4763
Gulliver 43,296.283,24.558,VUL,OC,9.0,nan,N=79; d=2631
Gulliver 44,127.249,-38.095,VEL,OC,22.68,nan,N=153; d=1228
Gulliver 45,104.617,3.104,MON,OC,6.48,nan,N=50; d=3196
Gulliver 46,186.234,-61.973,CRU,OC,2.88,nan,N=80; d=4766
Gulliver 47,107.932,0.827,MON,OC,19.32,nan,N=87; d=1922
Gulliver 48,316.334,50.733,CYG,OC,33.6,nan,N=104; d=919
Gulliver 49,350.704,61.988,CAS,OC,18.72,nan,N=165; d=1621
Gulliver 5,132.626,-45.509,VEL,OC,12.84,nan,N=27; d=2297
Gulliver 50,181.362,-62.678,CRU,OC,12.72,nan,N=76; d=1841
Gulliver 51,30.335,63.801,CAS,OC,9.0,nan,N=41; d=1479
Gulliver 52,161.669,-59.508,CAR,OC,18.36,nan,N=62; d=2350
Gulliver 53,80.975,34.012,AUR,OC,14.76,nan,N=36; d=2421
Gulliver 54,81.297,33.688,AUR,OC,12.24,nan,N=35; d=1219
