Name,RA,Dec,Con,OT,Mag,Diam,Other
Arp 297,221.329600,38.767350,BOO,PG,13.10,5.095,N=4
Arp 298,345.820200,8.883600,PEG,PG,12.30,1.319,N=2; z=0.0165577777777778
Arp 299,172.137300,58.566800,UMA,PG,11.30,1.933,N=3
Arp 300,141.984800,68.417250,UMA,PG,13.40,1.929,N=2
Arp 301,167.470400,24.259550,LEO,PG,14.50,0.737,N=2
Arp 302,224.253150,24.611250,BOO,PG,14.60,0.689,N=2
Arp 303,146.586450,3.057650,SEX,PG,14.10,1.564,N=2
Arp 304,47.820600,-8.912050,ERI,PG,12.00,1.655,N=2
Arp 305,179.655850,27.491000,COM,PG,12.20,5.965,N=2
Arp 306,23.147700,4.615000,PSC,PG,14.50,4.368,N=3
Arp 307,141.437100,11.428150,LEO,PG,11.90,1.270,N=2; z=0.01041
Arp 308,21.499600,-1.342950,CET,PG,12.20,0.471,N=2
Arp 309,37.290850,-10.831500,CET,PG,11.20,0.586,N=2
Arp 310,261.857250,58.516250,DRA,PG,15.00,0.313,N=2
Arp 311,261.852300,58.480700,DRA,PG,14.40,2.652,N=3
Arp 312,252.455450,46.716000,HER,PG,14.10,0.450,N=2
Arp 313,179.419800,32.286550,UMA,PG,12.40,2.123,N=2; z=0.0109111111111111
Arp 314,344.525000,-3.792100,AQR,PG,13.70,3.737,N=3
Arp 315,139.942300,33.747050,LYN,PG,11.90,0.434,N=2; z=0.0229833333333333
Arp 316,154.527100,21.862100,LEO,PG,10.90,9.644,N=3; z=0.00417666666666667
Arp 317,169.898750,13.341250,LEO,PG,9.30,35.857,N=2; z=0.00204
Arp 318,32.382250,-10.158500,CET,PG,12.10,6.315,N=4
Arp 319,338.991650,33.960250,PEG,PG,12.60,3.349,N=5
Arp 320,174.455650,21.980950,LEO,PG,13.60,6.052,N=7
Arp 321,144.726900,-4.851650,HYA,PG,13.80,1.842,N=5
Arp 322,173.151850,52.944850,UMA,PG,15.00,1.598,N=4
Arp 323,358.545850,0.380000,PSC,PG,13.00,0.601,N=2
Arp 324,240.553950,15.931150,HER,PG,14.20,5.533,N=6
Arp 325,331.596650,-21.075850,AQR,PG,16.10,0.627,N=3
Arp 326,204.327500,6.478900,VIR,PG,15.40,1.560,N=1
Arp 327,80.449550,6.682650,ORI,PG,13.60,1.228,N=4
Arp 328,221.979800,19.051250,BOO,PG,15.80,3.194,N=7
Arp 329,173.027300,70.813900,DRA,PG,15.90,0.950,N=5
Arp 330,252.282900,53.431400,DRA,PG,15.50,7.930,N=1
Arp 331,16.880850,32.407100,PSC,PG,11.90,15.499,N=8; z=0.0169533333333333
Arp 332,47.081050,-22.987750,ERI,PG,13.20,8.618,N=5
Arp 333,39.800800,10.847200,ARI,PG,12.10,5.070,N=1
Arp 334,202.607500,31.620300,CVN,PG,13.60,3.640,N=1
Arp 335,166.098700,4.830300,LEO,PG,12.70,2.730,N=1; z=0.02481
Arp 336,133.896700,58.733600,UMA,PG,11.20,5.850,N=1; z=0.00319666666666667
Arp 337,148.965000,69.679400,UMA,PG,8.40,14.820,N=1; z=0.00125777777777778
Arp 338,152.747900,-7.915000,SEX,PG,16.00,nan,N=1
